,Donor ID,Project ID,Donation Amount,Donor City,Project Title,Project Type,Project Resource Category,Project Subject Category Tree,Project Subject Subcategory Tree
81610,b0f79f217bcde7137402d9ff39ffdf56,a3b768622fea88920aa559fadc0ca956,25.0,Oakland,Provide Culturally Relevant Materials for Ms. O's Library,Teacher-Led,Books,Literacy & Language,"ESL, Literacy"
82343,a3adb3357052471cb8943adf5244ee5d,a74bb8fda49d934c91ff98807be5b519,60.0,Oakland,Youth Radio Gives ACLC Learners A Global Voice!,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Community Service, Music"
82344,a3d59ca4a149d4c2159569e38b287f08,a74bb8fda49d934c91ff98807be5b519,100.0,Oakland,Youth Radio Gives ACLC Learners A Global Voice!,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Community Service, Music"
82692,90374be24e3a100d5f6f4fe2004fad03,a88b6f986f83764555e16a0c0ea95b65,50.0,Oakland,Ukelele's For Learning Music,Teacher-Led,Supplies,Music & The Arts,"Music, Performing Arts"
82880,6d71fc4f4058a41ca17f81a6f09f2101,a91149e57c675913348ab576c741fa35,129.28,Oakland,Jumping for Joy in Music!,Teacher-Led,Supplies,Music & The Arts,"Music, Performing Arts"
87858,9bd72166c35896794ecd21ec23b2a128,bd809687c2f58805bdfa533a6ba1d8c2,10.0,Oakland,Sensory Supports for Students With Autism,Teacher-Led,Supplies,"Applied Learning, Special Needs","Early Development, Special Needs"
88619,7843fcbb5972896bb119952ca2bf6f26,bfe15c2b24f3ea8a37512cf359048481,100.0,Oakland,Environmental Green Change In The Iron Triangle Gray,Teacher-Led,Supplies,"Math & Science, Health & Sports","Environmental Science, Nutrition Education"
88623,ccd924560345d50947b70ad2ec8a86e6,bfe15c2b24f3ea8a37512cf359048481,50.0,Oakland,Environmental Green Change In The Iron Triangle Gray,Teacher-Led,Supplies,"Math & Science, Health & Sports","Environmental Science, Nutrition Education"
89372,1c84a8811b810893b6bde61ecd0d268c,c34218abf3fecd36be01305d67ed7fbb,10.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
89478,c1bbe6b3aaae5f32689dc9562c4963dc,c34218abf3fecd36be01305d67ed7fbb,1.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
89592,21553bd4b54cb8b511beb2b9818fbfaf,c34218abf3fecd36be01305d67ed7fbb,10.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
89702,53278778252bf7fec0e07cea2b1ea18e,c34218abf3fecd36be01305d67ed7fbb,10.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
89766,6bca973acab25728c900a0d0c33c7b19,c34218abf3fecd36be01305d67ed7fbb,100.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
89835,80dced77c875e10496ad08e61ffc54b5,c34218abf3fecd36be01305d67ed7fbb,200.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
89872,8b13d1171025c8cde0e0c20102636a61,c34218abf3fecd36be01305d67ed7fbb,25.0,Oakland,Vallecito StandUpKids Pilot Standing School!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
90679,d1894ead28a3bb6855f6ea275b0834b7,c5f40e873e8c3e26965f03a05f22e911,100.0,Oakland,Building Literacy,Teacher-Led,Books,Literacy & Language,Literacy
90783,fa9a6d60338c378b4cc9f6aaad25d80c,c6dd2f209e2aa0071c7bd27f12971446,20.0,Oakland,Under the Sea! It's Time To Perform,Teacher-Led,Other,Music & The Arts,Performing Arts
91174,7f76be2dbede759b402202d4684a6fe3,c818bc41d2d08f1bee81f12765b49149,30.0,Oakland,E Books and Audio Books for Kindergarten! ,Teacher-Led,Technology,"Math & Science, Literacy & Language","Environmental Science, Literacy"
91230,ec165d0d3d0339c64c93da7427113ed1,c84d8cde01fe3be75b785ead79b0d970,49.0,Oakland,There's an APP for That... ,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
91946,023678e73a3ef5f7ec342d7570a2306d,cb7f8f16db97d1121cadea122012db63,25.0,Oakland,Playing Music Together!,Teacher-Led,Other,Music & The Arts,Music
95874,56298abef62d6ae32f0bb8ed2565d8d2,d8948d1b156b0cced2018f2929213e48,90.94,Oakland,"Help, Our Lonely Drum Set Needs Cymbals",Teacher-Led,Other,Music & The Arts,"Music, Performing Arts"
95969,b14805d076a07259b2f2c3a9574471d4,d8fbc582b736b27854fa1b3348e94641,25.0,Oakland,Hoodies for Our Robins!,Teacher-Led,"Food, Clothing & Hygiene",Health & Sports,Team Sports
96846,209358dd0b61b77c1199ebbba0810141,dd25b838d11f6d624de354c7c836cc38,20.0,Oakland,'Tis The Season for Holiday Reading,Teacher-Led,Books,Literacy & Language,Literacy
97029,533c23647ea30476b452f326605aaecf,de1b5fad3ceb4dc27a6c1470710bdc6e,172.86,Oakland,Sparking Student Interest In Science,Teacher-Led,Books,Math & Science,Applied Sciences
97566,97c209e0454d8c06a8f515ea4b393dd6,e0bdf93da66aafb20b2ff40fb732d993,25.0,Oakland,Electronic Music Creations,Teacher-Led,Technology,Music & The Arts,"Music, Performing Arts"
98100,2a95308cf870e294bdab0fbee3babb19,e2cf400edf17693a5f28d6770308d475,50.0,Oakland,Ghost Buddy Books Promote A Love Of Reading,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
99568,4e0f2fd1e83a880fd0d5e89572140732,ea5e7fecc60f8c7bba6717cecb54fd28,100.0,Oakland,Chicago Inner-city students (11) European Educational Trip,Teacher-Led,Trips,"History & Civics, Music & The Arts","History & Geography, Visual Arts"
101089,d1894ead28a3bb6855f6ea275b0834b7,f02cc22043d0f7da7aa0230dbbd17414,100.0,Oakland,Hear Our Voices,Teacher-Led,Technology,"Literacy & Language, Applied Learning","Literature & Writing, Parent Involvement"
102912,f62f8f546f5e9450f27ac1dfe4fcc5ef,f71a5499610b056cd549c16ab1d0d010,50.0,Oakland,Our Middle School Garden,Teacher-Led,Supplies,"Math & Science, Health & Sports","Health & Life Science, Nutrition Education"
104349,ec165d0d3d0339c64c93da7427113ed1,fb4cfabadbf93f9f2bd50ccece708717,14.99,Oakland,Percussion Ensemble!,Teacher-Led,Other,Music & The Arts,Music
104822,efff562075fe6309367c69f3c7facc17,fd4c2f30309956547be6dc5f79dc216d,25.0,Oakland,Makey Makeys for the Music Room!,Teacher-Led,Technology,Music & The Arts,Performing Arts
104962,a84e63081cdec79aa0fd4dba0196fa67,fdfc4b79f5b4fbdd7d2dc9ef74c9a03f,10.0,Oakland,Students at Maloney High School Need a 3-D Printer,Teacher-Led,Supplies,"Applied Learning, Music & The Arts","Other, Visual Arts"
105513,8a2d7bba2cff09679a6f218c0652bcf9,12ed9a9ac768255aa8ee89abd7b11109,5.0,Oakland,Differentiation for Growing,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
106006,39ed6e926607e73134f5b60fe9f8c5ad,675ebba2a382538e1654517c8a6be54f,50.0,Oakland,Moving Special Education Students into the Digital Age,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
106008,837c49d9f73efe335f712d76cd70f2a7,675ebba2a382538e1654517c8a6be54f,100.0,Oakland,Moving Special Education Students into the Digital Age,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
106009,abbbefa969956c9e7fdd95d61a3fc948,675ebba2a382538e1654517c8a6be54f,305.0,Oakland,Moving Special Education Students into the Digital Age,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
106010,a5f14738a848a9794bd753c979b113ef,675ebba2a382538e1654517c8a6be54f,500.0,Oakland,Moving Special Education Students into the Digital Age,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
106011,a5c283eec999b473ed8ccee10e280da1,675ebba2a382538e1654517c8a6be54f,100.0,Oakland,Moving Special Education Students into the Digital Age,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
106048,3829c128f5d6677602e54388684a788e,a3954749825c23fb4318d2b818c00074,239.79,Oakland,Reading is Knowledge and Knowledge is Power!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
107802,97c0ba23743da7692f30ed80a3210e77,e2b423b4f34ee6a149b91cb26db10de4,30.0,Oakland,School Supplies for Kreative Kinders ,Teacher-Led,Classroom Basics,Applied Learning,Character Education
107806,6a7b4c76df4567c6a0c744009cff94de,e2b423b4f34ee6a149b91cb26db10de4,150.0,Oakland,School Supplies for Kreative Kinders ,Teacher-Led,Classroom Basics,Applied Learning,Character Education
107807,b15eefe12a8664c49410c92eb0ba4aa5,e2b423b4f34ee6a149b91cb26db10de4,50.0,Oakland,School Supplies for Kreative Kinders ,Teacher-Led,Classroom Basics,Applied Learning,Character Education
109139,7b70437bd5b118a951680e1476ca628e,9edc3ead348594accf27070ee34f941a,237.5,Oakland,Can You Hear Me Now?,Teacher-Led,Technology,Literacy & Language,Literacy
109798,375fc5312fb2598ab88b7ab05c1c9ebf,010a8bbaa18148b19e08c52aaf26df74,10.0,Oakland,Tinkering with Microcontrollers: Hands-On Computer Science,Teacher-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
109799,488d95091bd1a8b17e53d1724904e514,010a8bbaa18148b19e08c52aaf26df74,100.0,Oakland,Tinkering with Microcontrollers: Hands-On Computer Science,Teacher-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
109801,ae53bc35e6e44b45ff6e19cdab0f7ed1,010a8bbaa18148b19e08c52aaf26df74,25.0,Oakland,Tinkering with Microcontrollers: Hands-On Computer Science,Teacher-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
109860,1c7fb54e88328fee56ae659284b4a5d3,0b000d1f7c0213c43d99faeef03955cf,10.0,Oakland,"College-Bound Oakland Students Need AP, SAT, & ACT Exam Prep",Teacher-Led,Books,Math & Science,"Health & Life Science, Mathematics"
109875,9228c57f809a99a9f233449a8bf25c05,0b000d1f7c0213c43d99faeef03955cf,10.0,Oakland,"College-Bound Oakland Students Need AP, SAT, & ACT Exam Prep",Teacher-Led,Books,Math & Science,"Health & Life Science, Mathematics"
109977,aabdae6adfc3a18929170fcd1f800ab3,2383ad96cd1d2375d3554f1a7c02c626,200.0,Oakland,We Want to Code: Laptops for a NEW Computer Science Program,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
109978,0c22e149828a64125c6936de26249203,2383ad96cd1d2375d3554f1a7c02c626,135.86,Oakland,We Want to Code: Laptops for a NEW Computer Science Program,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
109979,0f82e3c9c5ef04696b5f24ce6111a375,2383ad96cd1d2375d3554f1a7c02c626,50.0,Oakland,We Want to Code: Laptops for a NEW Computer Science Program,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
110047,ea8d7b6b8141b8a0cde82041a93e1f93,339e619e3e66a208f82cbed8344c936a,53.55,Oakland,AP Computer Science? Oh My!,Teacher-Led,Books,Math & Science,Mathematics
110068,8d229cb3043ea46da13e3b269b616a9c,397ea31b23be3cd5ebf91395e2568322,10.0,Oakland,Robots Class Needs a Robot,Teacher-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
110339,460d9729012340616a63aaf7dffaabd0,83b3edfd4870f29f808f2df141d08d61,1030.0,Oakland,A Server Computer to Allow Java to Run on Chromebooks!,Teacher-Led,Technology,Math & Science,Mathematics
110351,48a0bd52faef8ad5891e3c2ad881a8ba,83b3edfd4870f29f808f2df141d08d61,20.0,Oakland,A Server Computer to Allow Java to Run on Chromebooks!,Teacher-Led,Technology,Math & Science,Mathematics
110355,8bb5ffdc83c567992c568e4ce752b759,83b3edfd4870f29f808f2df141d08d61,20.0,Oakland,A Server Computer to Allow Java to Run on Chromebooks!,Teacher-Led,Technology,Math & Science,Mathematics
110358,c2388c907f3206612578272d4a5cd126,83b3edfd4870f29f808f2df141d08d61,20.0,Oakland,A Server Computer to Allow Java to Run on Chromebooks!,Teacher-Led,Technology,Math & Science,Mathematics
110359,c7136c3d962f53cb0bf4d16c82193bf3,83b3edfd4870f29f808f2df141d08d61,20.0,Oakland,A Server Computer to Allow Java to Run on Chromebooks!,Teacher-Led,Technology,Math & Science,Mathematics
110382,ddfb05f0cdbf1b457b6dcd6eaf0b7e7f,8634d57c9c8319573a00ce948c2ed457,12.0,Oakland,Resources for a Resource Classroom!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
111018,20d9828a1f630d29010d46611f3bc340,f55779bf4ebc6f6619769152bcbed148,25.0,Oakland,Oakland Students Need Laptops for AP Comp Sci Class,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
111019,8362de73ac70804710e82603d03ad6d9,f55779bf4ebc6f6619769152bcbed148,200.0,Oakland,Oakland Students Need Laptops for AP Comp Sci Class,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
111037,761a00d1bf28c9e659126cb30460f090,f5fc187af1889304e39ed310f857d39a,124.0,Oakland,I Want Girls to Code Too!,Professional Development,Trips,"Math & Science, Special Needs","Applied Sciences, Special Needs"
111209,4eeed6dcd92305384b550d1634730d3f,33ddbba4dc314360b83afdc57183d9e4,60.0,Oakland,Center-ing on Student Learning,Teacher-Led,Computers & Tablets,Literacy & Language,"ESL, Literacy"
112002,c80dcef117bf45f28c2ce4f078648d17,a81dd3f3124542beffc9566e9dac9d9b,10.0,Oakland,"Jump Ropes, Bean Bags, and Activity Mats - Oh My!",Teacher-Led,Supplies,Health & Sports,"Health & Wellness, Team Sports"
112153,c55d008a76862cca679efa24b416fc71,f9ef76b908c8d28ac014e2d27fd77ccf,15.0,Oakland,"ESL, Reading and Writing Support with Amazon Tablets",Teacher-Led,Technology,"Literacy & Language, Special Needs","ESL, Special Needs"
112265,5f1603580f1d2a8cf011746d05d48397,0b5a1a5a6dc7fd358746ebb0631c2873,17.87,Oakland,See Our Voices,Teacher-Led,Supplies,"Special Needs, Music & The Arts","Special Needs, Visual Arts"
112335,a117e4ac14906a6babecb8631c0f1f73,43ab6dbe0b34d81b39a10953c97e4f3f,25.0,Oakland,News for Us with News-2-You,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literacy, Special Needs"
116500,11ad0d7a1949c142138a42ae1d88f597,181762ab3610617c8b8ae057c45d0876,51.16,Oakland,Garden Fun!,Teacher-Led,Supplies,"Math & Science, Literacy & Language","Health & Life Science, Literacy"
119933,29be621abf87e1b0770e7b4a67ba2321,2aa2dedf40950de206a1778e80b89f0c,50.0,Oakland,"Relax, Relate, Release !",Teacher-Led,Supplies,Applied Learning,Character Education
120222,214af27856037660464d43f26b17852c,2c0de060d2208d1981ffaf44160d81b5,247.33,Oakland,"We Feel Most ""Scientific""",Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
122832,4b4db71c55317bbd331a768c7540ff74,3da5c6f97d99540a628578eea7719827,10.0,Oakland,Hands-On Life Science Activities in 5th Grade,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Environmental Science"
127576,fdacd4786284d0efbc1accb55b16e906,58711b755ec9092ffe32388a5d10873d,1.0,Oakland,There’s Science in Music! Part Three,Teacher-Led,Computers & Tablets,"Math & Science, Music & The Arts","Applied Sciences, Music"
136819,9235c7ce8a80385d1255e57e6ca3af0e,96d7e02ccbac1c30e3af905c4efca441,44.82,Oakland,Mission 3rd Grade Organization,Teacher-Led,Supplies,"Math & Science, Applied Learning","Mathematics, Other"
137645,7f76f96775abf5d546da54e8592abffa,9a79e9afa3fb1fc3cd82d1e919b9ec2e,200.0,Oakland,"""Uke"" Can Do It!",Teacher-Led,Supplies,Music & The Arts,Music
141964,efe2a739c6ae51585a2f41e48ca0a2a5,afb53dcb967375a52908e56691d78d88,20.0,Oakland,Let's Get 5th Grade Reading,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
154440,5a7022768219744e14684b44837a6687,fe7af043bfe9a6d998732217f5610aa9,114.73,Oakland,"Ready, Set, Read!",Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
154884,5391ab5a25edaa1018e4c3fc97066446,c032aca1c3745b9858d99010bbaba379,15.0,Oakland,Taking Care of Our Teens,Teacher-Led,Supplies,Health & Sports,"Health & Wellness, Team Sports"
156407,bf3fecf04981c83eb68b41e60d33f724,0673ba71c062e2db2ce0335d8043f6c6,22.2,Oakland,Our Mice Need Food!  Wait!  Mice Need Batteries!,Teacher-Led,Supplies,Math & Science,Mathematics
162490,aa81c7d269e0c716cb79f6fe4cd4058b,1bd25cd770239de15f7d80de1cc462be,100.0,Oakland,Helping KAMS Library Support 21st Century Learning Skills,Teacher-Led,Technology,"Literacy & Language, Applied Learning","Literacy, Other"
164450,fdacd4786284d0efbc1accb55b16e906,259341ca48dab2296bcbc333f5ad1896,1.0,Oakland,Improving our (VEX) IQ,Teacher-Led,Educational Kits & Games,Math & Science,Applied Sciences
170322,e513f922a0b8be32688934b674c9eabd,3aec5459995ed6a2a85908d4a32f2018,188.92,Oakland,Tablets to Help Us Learn to Read,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
170763,fdacd4786284d0efbc1accb55b16e906,3bb6d23ec3ecc1ebad880e9e2e19b43e,1.0,Oakland,Flexible And Inviting ,Teacher-Led,Flexible Seating,"History & Civics, Literacy & Language","History & Geography, Literacy"
174001,fa9a6d60338c378b4cc9f6aaad25d80c,470aad5df23134183bf2ca8dd7804dfe,15.0,Oakland,"Printing for Preservation: Capturing the ""New American"" Experience ",Teacher-Led,Technology,"Applied Learning, Literacy & Language","College & Career Prep, Literature & Writing"
176948,ee1295fb3ecd5dc52bf0754c2706b01c,52b0488b440e1abe77cfcb760d98cc41,10.0,Oakland,Mad About Monarchs,Teacher-Led,Books,"Math & Science, Music & The Arts","Environmental Science, Visual Arts"
178991,cac69f63a7e0741c1f2f08f42ee059ca,5997504a1f817d0002e36fe3c6b9a117,20.0,Oakland,"Art Therapy Bags for Victims of Northern CA Fires, #2",Teacher-Led,Art Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
187552,4d2b8245d43eea054ea372af1fb2e27d,7b417b78be871590f476df1b3277bfe9,25.0,Oakland,Support Our Music Classroom: Love for Instruments!,Teacher-Led,Supplies,Music & The Arts,"Music, Performing Arts"
188305,007e498c8714451e20988cb33baaf726,7df5224453c59ec496c881e7c6f6e45f,100.0,Oakland,Help Us Make Fantasy Comics and Soft Sculptures for Patients,Teacher-Led,Supplies,Music & The Arts,Visual Arts
188306,2b6ee871a8a0286d04c53df3f61a1aea,7df5224453c59ec496c881e7c6f6e45f,100.0,Oakland,Help Us Make Fantasy Comics and Soft Sculptures for Patients,Teacher-Led,Supplies,Music & The Arts,Visual Arts
188309,fe73dcb5d9e6fd958e61c44c8057a7a6,7df5224453c59ec496c881e7c6f6e45f,100.0,Oakland,Help Us Make Fantasy Comics and Soft Sculptures for Patients,Teacher-Led,Supplies,Music & The Arts,Visual Arts
195278,fdacd4786284d0efbc1accb55b16e906,9b70407823f88cdc57b57f93e5e3d47f,2.0,Oakland,A Place to Belong: Creating a Pre-K Library,Teacher-Led,Flexible Seating,Literacy & Language,"Literacy, Literature & Writing"
197840,a4978ff3d95247d6ed6d76a498a0df78,a66494eb248d398f473163f2ae58dd15,50.0,Oakland,"Got ""Internet,"" ...in a 1986 Dictionary?",Teacher-Led,Books,Literacy & Language,"ESL, Literacy"
198479,fdacd4786284d0efbc1accb55b16e906,a8052394fb21a07ace40ad2caee832aa,1.0,Oakland,Let's Surf With Flexible Seating,Teacher-Led,"Reading Nooks, Desks & Storage",Applied Learning,"College & Career Prep, Early Development"
199086,ff23187917fdadb80d1d3a0889683128,a994f163c58ed81bf5b2e64ff4fdc0a1,5.0,Oakland,Help Us Print,Teacher-Led,Supplies,Applied Learning,Extracurricular
199088,8362de73ac70804710e82603d03ad6d9,a994f163c58ed81bf5b2e64ff4fdc0a1,62.12,Oakland,Help Us Print,Teacher-Led,Supplies,Applied Learning,Extracurricular
201830,a0b0233234646384adab180423fc26c6,b37b910e39c1e3d60b5f0f90487714fa,40.0,Oakland,"""Life Essentials"" to have Healthy Students",Teacher-Led,Supplies,Health & Sports,Health & Wellness
202955,6d71fc4f4058a41ca17f81a6f09f2101,b88dcaaf8eb195aedb69b8ed1bb1413e,91.78,Oakland,Keep our Classroom Colorful,Teacher-Led,Supplies,"History & Civics, Literacy & Language","History & Geography, Literature & Writing"
203485,e7a679c1ca4abe18c067dc301f21ee45,ba4f8abb8e1f8bb9cb6ef5d58d48b9f6,25.0,Oakland,"Empowering Students Through Art, Camera Movement, and Sound",Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
